Artist,Title
Heart,Nobody Home
Nina Simone,Laziest Gal In Town
Jimi Hendrix,Crosstown Traffic
Ray Boltz,For Only One
Ellie Goulding,Little Dreams
King Crimson,Dig Me
Richard Marx,Haunt Me Tonight
Queens Of The Stone Age,In The Fade
Iggy Pop,Your Pretty Face Is Going To Hell
Red Hot Chili Peppers,Hollywood
Point Of Grace,Trust In The Lord
Nine Inch Nails,That's What I Get
Billy Joel,Pressure
Guided By Voices,Gold Star For Robot Boy
Proclaimers,Throw The 'r' Away
Hillsong,More Than
Ocean Colour Scene,Sail On My Boat
Jackson Browne,Linda Paloma
Bruce Springsteen,Linda Let Me Be The One
Robbie Williams,Hot Fudge
Whitney Houston,Love Is A Contact Sport
Rascal Flatts,Love Another Day
Johnny Cash,I Wanted So
John Denver,Deck The Halls
Peter Cetera,Ivy Covered Walls
Stevie Wonder,Hallelujah I Love Her So
Snoop Dogg,Gangbang Rookie
Point Of Grace,Make It Real
Marilyn Manson,Junk The Magic Dragon
Blur,Trimm Trabb
Ten Years After,Think About The Times
Kelly Clarkson,I Want You
Dolly Parton,Christmas Without You
Christina Aguilera,Prima Donna
Cyndi Lauper,Strawberry Fields Forever
Lady Gaga,Another Time
Dusty Springfield,Lost
Ray Boltz,Glad Tidings
Kirk Franklin,Mama's Song
Ocean Colour Scene,Song For The Front Row
Rush,Still
Beautiful South,The Gates
Doris Day,I'll Never Stop Loving You
Indigo Girls,Jonas And Ezekial
Cake,The Distance
Bob Dylan,Changing Of The Guards
Utada Hikaru,Easy Breezy
Lynyrd Skynyrd,Crawl
New Order,Vanishing Point
Queen,Father To Son
Ne-Yo,I'm In Love
Everclear,Trust Fund
Roxy Music,Street Life
Ozzy Osbourne,Denial
Keith Urban,Stuck In The Middle
Lady Gaga,John Wayne
Olivia Newton-John,The First Noel
Vince Gill,All Those Years
Dean Martin,If You Were The Only Girl In The World
Adam Sandler,The Buffoon And The Valedictorian
Iron Maiden,Another Life
Foo Fighters,Sister Europe
Phineas And Ferb,Where Did We Go Wrong
Janis Joplin,Ball And Chain ( In Album Motion Picture )
Waylon Jennings,Don't Play The Game
Lea Salonga,Tomorrow
Our Lady Peace,Love And Trust
David Allan Coe,Looking In The Mirror
Nina Simone,Don't You Pay Them No Mind
Patsy Cline,Seven Lonely Days
Quietdrive,The Season
Gucci Mane,Heavy
Evanescence,Taking Over Me
Extreme,Politicalamity
Glen Campbell,The Universal Soldier
Beach Boys,Add Some Music
Kelly Family,Be Your Bride
Aerosmith,No More No More
Nirvana,Lake Of Fire
America,Right Back To Me
Bread,Let Me Go
Thin Lizzy,Rocky
Leonard Cohen,The Bells
Meat Loaf,All Revved Up With No Place To Go
Deep Purple,MTV
Bee Gees,Dearest
Coldplay,Up In Flames
Cat Stevens,Morning Has Broken
Janis Joplin,Road Block
David Bowie,Amlapura
Indigo Girls,Life's So Strange
Rihanna,Moon Is Blue
Dean Martin,Five Card Stud
Nat King Cole,If I May
Hillsong United,Irresistible
Primus,Shake Hands With Beef
Nick Cave,Kewpie Doll
Irving Berlin,Alexander's Ragtime Band
Tom T. Hall,I Feel Like Flying Away
Hank Williams Jr.,I Can't Take It No Longer
Black Sabbath,Forbidden
Sting,All Four Seasons
Ne-Yo,Beautiful Monster
Alabama,Then Again
Arrogant Worms,Boy Band
Cyndi Lauper,Can't Blame Me
Bing Crosby,God Rest Ye Merry Gentlemen
Marilyn Manson,Lamb Of God
Dan Fogelberg,These Days
Doors,Newborn Awakening
Lloyd Cole,Another Lover
Prince,Girl
Primus,Electric Uncle Sam
Grateful Dead,Sing Me Back Home
Glee,L-O-V-E
LL Cool J,Mirror Mirror
John Legend,She Don't Have To Know
Overkill,Deny The Cross
Rainbow,Bring On The Night
Nick Cave,Stranger Than Kindness
America,All My Life
Tom T. Hall,"Old Dogs, Children And Watermelon Wine"
Selena Gomez,Hands To Myself
Red Hot Chili Peppers,Catholic School Girls Rule
Bruce Springsteen,Cynthia
Johnny Cash,Call Your Mother
Ne-Yo,Black Angel
Helloween,Anything My Mama Don't Like
Tom Jones,It's Four In The Morning
Diana Ross,Lovely Day
Tim McGraw,Refried Dreams
Maroon 5,My Heart Is Open
Sia,Moon
"Harry Connick, Jr.",Auld Lang Syne
Red Hot Chili Peppers,Don't Forget Me
Neil Sedaka,Superbird
Tom Waits,Mr. Siegal
Beauty And The Beast,Gaston (Reprise)
Morrissey,The Lazy Sunbathers
David Bowie,Joe The Lion
The Killers,"Oh Yeah, By The Way"
America,Don't Let It Get You Down
Erasure,Where In The World
HIM,Buried Alive By Love
Billie Holiday,Good Morning Heartache
Natalie Cole,In My Reality
Kinks,Nothing Lasts Forever
Kenny Loggins,For The First Time
Paul Simon,The Boy In The Bubble
R. Kelly,"Baby, Baby, Baby, Baby, Baby"
Arrogant Worms,Let's Go Bowling
Z-Ro,Sunshine
Frank Zappa,"Honey, Don't You Want A Man Like Me?"
Rolling Stones,Ain't That A Lot Of Love
Christmas Songs,I've Got My Love To Keep Me Warm
Yo Gotti,All I Ever Wanted To Do
Oingo Boingo,Can't See
Independence Day,America The Beautiful
Ella Fitzgerald,I Wish I Were In Love Again
YG,Bicken Back Being Bool
Lynyrd Skynyrd,Preacher's Daughter
Hillsong,God Of All Creation
Lucky Dube,Micky Mouse Freedom
Dan Fogelberg,Captured Angel
Neil Diamond,Falling
Glen Campbell,(Love Always) Letter To Home
Eurythmics,Do You Want To Break Up?
W.A.S.P.,Don't Cry (Just Suck)
XTC,Commerciality
Nirvana,Seasons In The Sun
R. Kelly,Freaky In The Club
Blur,Bone Bag
George Strait,Lonesome Rodeo Cowboy
Fabolous,Long Kiss
Roy Orbison,Bye Bye Love
Bob Dylan,Chimes Of Freedom
Fleetwood Mac,Miss Fantasy
Erasure,Goodnight
Faith Hill,That's How Love Moves
Cliff Richard,Have I Told You Lately That I Love You
Roy Orbison,Let's Make A Memory
Ne-Yo,Break Up To Make Up
Carly Simon,I'm A Fool To Want You
Jimi Hendrix,Angel
Status Quo,Democracy
Neil Sedaka,Snowtime
Cyndi Lauper,Zero Landmine
Kate Bush,King Of The Mountain
Pearl Jam,I Got You
Journey,Knowing That You Love Me
Rush,The Analog Kid
Soundgarden,Blow Up The Outside World
Evanescence,Somebody Like You
David Bowie,I Would Be Your Slave
Radiohead,Little by Little
Justin Timberlake,Leaving On A Jetplane
Dean Martin,I Feel A Song Coming On
Ariana Grande,Winter Things
Judas Priest,Heavy Metal
Oliver,Be Back Soon
Kiss,Lonely Is The Hunter
Arrogant Worms,Going Hunting
Joni Mitchell,The Wolf That Lives In Lindsey
Bing Crosby,Blue Hawaii
Rainbow,Magic
The Beatles,I Call Your Name
Yoko Ono,"No, No, No"
Emmylou Harris,My Father's House
ABBA,When All Is Said And Done
Judds,Not My Baby
Divine,Good' N Plenty
Van Halen,Jamie's Cryin'
Diana Ross,Change Of Heart
Depeche Mode,Stories Of Old
Usher,Throwback
Billy Joel,The
Alice Cooper,I Am The Future
Tom T. Hall,Love's Been Good To Me
Kim Wilde,Our Town
Adele,You'll Never See Me Again
Queen,A Winter's Tale
Deep Purple,Drifter
Whitney Houston,Memories
Bruno Mars,First Time
Alan Parsons Project,The Turn Of A Friendly Card (Part 1)
Erasure,Am I Right?
ZZ Top,Snappy Kakkie
Richard Marx,Have A Little Faith
Jackson Browne,Our Lady Of The Well
Marianne Faithfull,She's Got A Problem
Demi Lovato,"Me, Myself And Time"
Guided By Voices,Exit Flagger
Garth Brooks,The Fever
Townes Van Zandt,Blaze's Blues
Judas Priest,Race With Devil
Black Sabbath,Nightwing
Paul Simon,Blues Run The Game
Zac Brown Band,Free
Bread,Just Like Yesterday
Elvis Presley,Carny Town
Ozzy Osbourne,Fire In The Sky
Kylie Minogue,Always Find The Time
Jackson Browne,Information Wars
Air Supply,The Christmas Song
John Denver,Little Drummer Boy
The Temptations,I Heard It Through The Grapevine
Patsy Cline,Honky Tonk Merry Go Round
Ultramagnetic Mc's,Delta Force Ii
Kelly Family,Burning Fire
Alice In Chains,A Looking In View
Cher,Holdin' Out For Love
Marillion,Holidays In Eden
Keith Green,"Oh Lord, You're Beautiful"
Mariah Carey,Charlie Brown Christmas
Perry Como,A House Is Not A Home
Erik Santos,Your Love
Arrogant Worms,New Car Smell
Tom Jones,Say You'll Stay Until Tomorrow
Roxette,Break Another Heart
Rammstein,Buck Dich (Bend Down) (English)
Paul McCartney,Highway
Zoegirl,Forever 17
Jim Croce,Gunga Din
Ozzy Osbourne,Demon Alcohol
Beautiful South,A Piece Of Sky
Counting Crows,Why Should You Come When I Call
Freestyle,Send Shots At Ya
Lenny Kravitz,Little Girl's Eyes
Rascal Flatts,All Night to Get There
Elvis Costello,Chelsea
Fabolous,Victory Freestyle
Van Morrison,Back Street Affair
Used,Maybe Memories
Pearl Jam,Corduroy
Omd,Universal
Def Leppard,Wasted
Faith No More,Why Do You Bother
Donna Summer,Once Upon A Time
Willie Nelson,Four Walls
Kinks,Introduction To Solution
Rolling Stones,Emotional Rescue
Marianne Faithfull,She
Journey,I Can See It In Your Eyes
Depeche Mode,Light
Faces,Ooh La La
Ramones,I Wanna Live
Ultravox,Hiroshima Mon Amour
Eric Clapton,Alberta
Hank Williams,WEDDING BELLS
Aerosmith,Round And Round
Jimi Hendrix,Electric Church Red House
Linda Ronstadt,Look Out For My Love
Pet Shop Boys,Friendly Fire
Will Smith,Men In Black
Ne-Yo,Can We Chill
Roxy Music,Both Ends Burning
Norah Jones,Not My Friend
Widespread Panic,Longer Look
Peter Gabriel,Only Us
Oingo Boingo,Whole Day Off
Procol Harum,The Idol
Michael Bolton,Heart Of Mine
Kirsty Maccoll,King Kong
Uncle Tupelo,D. Boon
Glen Campbell,Place In The Sun
Dusty Springfield,Ain't No Sun Since You've Been Gone
Ufo,Venus
Hollies,Little Bitty Pretty One
Offspring,Secrets From The Underground
Bing Crosby,I'll Be Seeing You
Devo,Golden Energy
Chuck Berry,Old Time Rock N Roll
Dan Fogelberg,Longer
Bruno Mars,Gorilla
Black Sabbath,I Witness
David Allan Coe,For Lovers Only (IV)
HIM,In Joy And Sorrow
Backstreet Boys,Trust Me
America,Mad Dog
Randy Travis,Meet Me Under The Mistletoe
Neil Diamond,I Think It's Gonna Rain Today
Modern Talking,Riding On A White Swan
Talking Heads,Electric Guitar
Celine Dion,If That's What It Takes
Fatboy Slim,Song For Shelter
Jose Mari Chan,Constant Change
Tracy Chapman,Taken
The Beatles,Lucy In The Sky With Diamonds
INXS,Tight
Nina Simone,Silver City Bound
Michael Jackson,Happy Birthday Lisa
Grand Funk Railroad,Dues
Patsy Cline,I've Got Your Picture
Glee,It's Not Unusual
Alice In Chains,Sludge Factory
Electric Light Orchestra,Here Is The News
Christina Aguilera,Cease Fire
Wu-Tang Clan,Unpredictable
Katy Perry,Damn
Twenty One Pilots,Trapdoor
Alphaville,The Mysteries Of Love
Metallica,Creeping Death
Rush,Rush
Kenny Chesney,Scare Me
Peter Gabriel,Red Rain
P!nk,Long Way To Happy
Pearl Jam,History Never Repeats
Erasure,Ship Of Fools
Bread,Take Me Now
Glee,Beauty School Drop Out
Emmylou Harris,Mystery Train
Chaka Khan,Reconsider (U Betta)
Annie,Sandy
Il Divo,My Way
Children,"Head, Shoulders, Knees And Toes"
Megadeth,Endgame
Hank Williams,30 Pieces Of Silver
Fatboy Slim,Change My Mind
Cake,Dime
Carly Simon,In A Small Moment
Hanson,Runaway
Yoko Ono,Approximately Infinite Universe
Adam Sandler,Bad Boyfriend
Helloween,Laudate Dominum
Alphaville,And As For Love
Hillsong United,I Surrender
Hank Snow,I've Done At Least One Thing
Lana Del Rey,China Doll
Youth Of Today,Can't You See
Johnny Cash,Abner Brown
Eurythmics,You're Lost (forever)
Steve Miller Band,God Bless The Child
Moody Blues,I Really Haven't Got The Time
Outkast,Tough Guy
Nicki Minaj,I Don't Give A
Talking Heads,Road To Nowhere
Tracy Chapman,Our Bright Future
Ian Hunter,All American Alien Boy
Pet Shop Boys,Screaming
The Monkees,Do It In The Name Of Love
Westlife,Hit You With The Real Thing
Clash,Complete Control
Don McLean,Birthday Song
Bing Crosby,"Brother, Can You Spare A Dime"
Diana Ross,But Beautiful
Metallica,Green Hell
Enya,The First Of Autumn (Bonus Track)
Kylie Minogue,Count The Days
New Order,Dreams Never End
Kenny Loggins,December
Faces,Wicked Messenger
Howard Jones,The Balance Of Love
Wanda Jackson,One Day At A Time
Kelly Family,Nanana
Z-Ro,You
Les Miserables,Castle On A Cloud (Dutch)
Lana Del Rey,Gangsta Boy
Kenny Chesney,Summertime
Amy Grant,It's A Miracle
Santana,Somewhere In Heaven
Kiss,King Of Hearts
Tim McGraw,Illegal
Donna Summer,Happily Ever After
Maroon 5,Wake Up Call
Kenny Chesney,Wife And Kids
Moody Blues,I'm Your Man
Phish,Rocky Top
Otis Redding,Dock Of The Bay
Diana Ross,Floy Joy
King Diamond,Victimized
Metallica,Now I Wanna Sniff Some Glue
Christy Moore,North And South Of The River
Backstreet Boys,All I Have To Give
Waylon Jennings,Kentucky Woman
Phish,Drowned
Ocean Colour Scene,How About You
Dolly Parton,Before You Make Up Your Mind
Old 97's,Friends Forever
Neil Sedaka,Lunch Will Keep Up Together
Hanson,Make It Out Alive
Alice Cooper,Department Of Youth
America,5Th Avenue
Neil Sedaka,We Kiss In A Shadow
Vertical Horizon,The Unchosen One
Ariel Rivera,When I Meet You
Carly Simon,In My Dreams
Dean Martin,Little Did We Know
Hillsong,Adonai
Michael Bolton,Steel Bars
Kelly Family,Wild And Crazy
Bon Jovi,Don't Leave Me Tonight
U2,Party Girl
Ten Years After,If You Should Love Me
W.A.S.P.,Keep Holding On
Neil Sedaka,My World Keeps Getting Smaller Every Day
Chris Brown,Bombs Away
Emmylou Harris,I Don't Wanna Talk About It Now
Ozzy Osbourne,Time
Whitney Houston,Million Dollar Bill
Andy Williams,The Exodus Song
Used,Let It Bleed
Loretta Lynn,How Long Will It Take
Amy Grant,Abide With Me
Primus,Pork Soda
Vonda Shepard,"Baby, Don't You Break My Heart Slow"
Rush,The Trees
Mary Black,Dont Say Okay
Veruca Salt,Awesome
Kate Bush,The Song Of Solomon
Don Henley,Come Rain Or Come Shine
Unkle,Unkle Main Title Theme
Radiohead,The Butcher
Beautiful South,Suck Harder
Conway Twitty,Fool I've Been Today
Deep Purple,Bloodsucker
Incubus,Warning
Quietdrive,Everyone And Everything
Alison Krauss,I Don't Have To Live This Way
Counting Crows,You Can't Count On Me
Adam Sandler,Grow Old With You
Fleetwood Mac,Leaving Town Blues
Frankie Valli,Who Loves You?
Soundgarden,My Wave
Nick Cave,Bring It On
Status Quo,Confidence
Glen Campbell,Can't You See I'm Trying
Verve,I See The Door
Olivia Newton-John,Never Far Away
Guns N' Roses,Black Leather
George Harrison,Unknown Delight
John Mellencamp,The Face Of The Nation
Pogues,Tosspint
Prince,Clouds
Doors,Little Red Rooster
Pogues,Honky Tonk Woman
Blur,Slow Down
Rainbow,Fool For The Night
King Crimson,Indiscipline
Rihanna,Fool In Love
Blur,One Born Every Minute
Gloria Estefan,1-2-3
Rammstein,Feuerrader
Ella Fitzgerald,Darktown Strutters' Ball
Amy Grant,Giggle
Kari Jobe,Everyone Needs A Little
Olivia Newton-John,I Never Knew Love
UB40,I Really Can't Say
Cake,Satan Is My Motor
Howard Jones,Things Can Only Get Better
Reo Speedwagon,Tonight
Old 97's,Holy Cross
Bryan White,One Small Miracle
Billie Holiday,No Good Man
Sia,Judge Me
Leann Rimes,Leavin' On Your Mind
Pink Floyd,Breathe Reprise
Lionel Richie,Good Morning
Poison,Baby Gets Around
Janis Joplin,Cry Baby
Michael Bolton,The Night Has Me Calling For You
LL Cool J,Rampage
New Order,Ultraviolence
Fall Out Boy,West Coast Smoker
Bosson,Song For Noa
Drake,A.M. 2 P.M.
UB40,Crying Over You
Britney Spears,Don't Hold It Against Me
Michael W. Smith,Pursuit Of The Dream
Free,Easy On My Soul
Ray Charles,A Tear Fell
Leann Rimes,Gasoline And Matches
Robbie Williams,King Of Bloke And Bird
Europe,Words Of Wisdom
Elvis Costello,How Much I Lied
Little Mix,Wishing On A Star
Tim Buckley,Song Of The Magician
Judas Priest,Let Us Prey
Miley Cyrus,Need A Little Love
Dolly Parton,Falling Out Of Love With Me
Santana,It's A Jungle Out There
Smiths,Girl Afraid
America,The Border
Rush,Chemistry
Eddie Cochran,Guilty Concience
One Direction,Math Song
HIM,The Sacrament
Tears For Fears,Raoul And The Kings Of Spain
Gary Numan,Turn Off The World
Hank Snow,A Daisy A Day
Slayer,Show No Mercy
Queen Adreena,Childproof
Underoath,Writing On The Walls
Squeeze,It's Not Cricket
Olivia Newton-John,Not Gonna Give Into It
Engelbert Humperdinck,Come Spend The Morning
Everlast,Back From The Dead
George Michael,The Long And Winding Road
Used,On My Own
Guns N' Roses,Patience
System Of A Down,The Metro
Kenny Rogers,My Funny Valentine
Jackson Browne,When The Stone Begins To Turn
Bob Dylan,As I Went Out One Morning
Beautiful South,A Thousand Lies
Hank Snow,Bury Me Deep
Selena Gomez,Revival
Gloria Gaynor,Joy To The World
Megadeth,Five Magics
Guided By Voices,Wormhole
Gary Numan,The Aircrash Bureau
Harry Belafonte,Pastures Of Plenty
Thin Lizzy,Got To Give It Up
Cyndi Lauper,Primitive
King Diamond,Voodoo
Utada Hikaru,The Workout
Offspring,Walla Walla
Jackson Browne,The Road
Uriah Heep,Holy Roller
Z-Ro,Where Is The Love
Indiana Bible College,Persuaded
"Harry Connick, Jr.",We Are In Love
Nickelback,She Keeps Me Up
Willie Nelson,Autumn Leaves
Bob Seger,Sightseeing
Hillsong,One Thing
Nirvana,All Apologies
Fabolous,Exodus
Arlo Guthrie,You Are The Song
Frankie Goes To Hollywood,Two Tribes
Indigo Girls,Drift Away
Taylor Swift,A Place In This World
Willie Nelson,I Just Can't Let You Say Goodbye
Avril Lavigne,Give You What You Like
Fleetwood Mac,Affairs Of The Heart
Perry Como,I Concentrate On You
Cher,I Found You Love (With Greg Allman)
Kate Bush,Humming (Demo)
Veruca Salt,Sick As Your Secrets
Waylon Jennings,Let's Turn Back The Years
Christina Perri,Be My Forever
Lil Wayne,Blinded
Beach Boys,In My Car
Pretenders,The English Roses
Wiz Khalifa,No Permission
Luther Vandross,If This World Were Mine
Jennifer Lopez,No Me Ames (English Version)
Whiskeytown,Don't Wanna Know Why
Gary Numan,A Subway Called You
Alphaville,Lassie Come Home
Ray Charles,Carry Me Back To Old Virginny
Dolly Parton,He Would Know
Nazareth,Fat Man
Electric Light Orchestra,Ordinary Dream
Wilson Pickett,Mini-Skirt Minnie
Yoko Ono,Don't Count The Waves
Mary Black,Big Trip To Portland
Scorpions,Love On The Run
Gary Numan,My Brother's Time
Rammstein,Fog
Bonnie Raitt,Women Be Wise
Fiona Apple,Father And Son
Diana Ross,Love Story
R. Kelly,Hook It Up
Willie Nelson,Across The Borderline
Wishbone Ash,Lady Jay
Dean Martin,"In The Cool, Cool, Cool Of The Evening"
Keith Green,Easter Song
Aerosmith,Crash
Bing Crosby,Isle Of Capri
Joni Mitchell,How Do You Stop?
Ingrid Michaelson,Time Machine
Frankie Valli,The Girl I'll Never Know (Angels Never Fly This Low)
Frank Sinatra,Azure-Te (Paris Blue)
Helloween,Find My Freedom
Meat Loaf,Rock N Roll Hero
Britney Spears,Brave New Girl
Ultravox,Slip Away
Demi Lovato,All I Want For Christmas Is You
Soundgarden,Pretty Noose
Aerosmith,Stop Messin' Around
Bob Seger,Railroad Days
Nina Simone,I Shall Be Released
George Strait,Honkytonkville
Alice In Chains,Leave Me Alone
Oasis,Slide Away
Black Sabbath,Heaven In Black
Ramones,I Wanna Be Well
Britney Spears,It Should Be Easy
Dire Straits,In The Gallery
Ingrid Michaelson,Porcelain Fists
Bob Rivers,I Love Your Breasts The Way They Are
Grand Funk Railroad,Love Is Dyin'
Marilyn Manson,"Fated, Faithful, Fatal"
Otis Redding,Gone Again
Judas Priest,Turbo Lover
Mariah Carey,Forever
"Harry Connick, Jr.",To See You
King Diamond,Midnight
Gino Vannelli,Moon Over Madness
James Taylor,One Man Parade
Rod Stewart,I'm In The Mood For Love
Billy Joel,Worse Comes To Worst
Jennifer Lopez,This Is Me
Ramones,Smash You
Alphaville,Lies
Alice Cooper,I Like Girls
Ultravox,Reap The Wild Wind
Queen Latifah,How Long (Betcha' Got A Chick On The Side)
Thin Lizzy,The Sun Goes Down
Lou Reed,Broadway Song
Flo-Rida,I'm Dancin
Elton John,But Not For Me
Zao,The Children Cry For Help
Warren Zevon,The Overdraft
Culture Club,Mannequin
Oliver,Leaving On A Jet Plane
Frank Zappa,For Calvin
Foo Fighters,Resolve
The White Stripes,I'm Finding It Harder To Be A Gentleman
Warren Zevon,Macgillycuddy's Reeks
Bob Dylan,All Along The Watchtower
Old 97's,504
Conway Twitty,Don't Call Him A Cowboy
Young Jeezy,Mr. 17.5
Everclear,Sin City
Alice Cooper,I'm Alive
Howard Jones,Brutality Of Fact
Ten Years After,Religion
Jason Mraz,Details In The Fabric
X-Raided,Write What I See
Loretta Lynn,Behind Closed Doors
Pretenders,Brass In Pocket
NOFX,Sloppy English
Tori Amos,Goodbye Pisces
The White Stripes,7 Nation Army
Jimi Hendrix,Like A Rolling Stone
W.A.S.P.,The Headless Children
Snoop Dogg,Beat Up On Yo Pads
Air Supply,Don't Be Afraid
Lil Wayne,Hot Boy
Tim McGraw,Down On The Farm
Emmylou Harris,C'est La Vie
Billy Joel,Travelin' Prayer
Otis Redding,I Want To Thank You
Virgin Steele,A Whisper Of Death
Johnny Cash,Always Alone
Kelly Clarkson,Tightrope
Queens Of The Stone Age,Go With The Flow
Selah,Wayfaring Stranger
John Denver,Hold On To Me
Hank Williams Jr.,How's My Ex Treating You
Leann Rimes,And It Feels Like
Ray Charles,My World
Morrissey,Billy Budd
Kate Bush,Not This Time
Judas Priest,Abductors
W.A.S.P.,9. 5.-N.A.S.T.Y.
Clash,Gates Of The West
Lou Reed,Sick Of You
Regine Velasquez,Sharing The Same Dreams
Neil Young,Dreamin' Man
Yes,"No Opportunity Necessary, No Experience Needed"
Barbra Streisand,It Only Takes A Moment
Deep Purple,Things I Never Said (Japaneses Bonus Track)
Willie Nelson,Ain't Nobody's Business
Hillsong,Hear Our Prayer
Horrible Histories,I'm Minted
Neil Diamond,Back Home Again In Indiana
Cliff Richard,All I Ask Of You
Linda Ronstadt,Bicycle Song (Soon Now)
Usher,I Will
Zornik,Black Hope Shot Down
Billy Joel,Blonde Over Blue
Tom T. Hall,Redneck Riviera
Chris Brown,Go Away
Verve,Weeping Willow
Great Big Sea,Consequence Free
Natalie Imbruglia,Leave Me Alone
System Of A Down,Old School Hollywood
Wishbone Ash,Everybody Needs A Friend
Jimi Hendrix,Jam Back At The House (Beginnings)
Michael Bolton,Georgia On My Mind
Our Lady Peace,Bring Back The Sun
Queensryche,I Don't Believe In Love
Ace Of Base,Voulez-Vous Danser
John Mellencamp,Big Daddy Of Them All
Xiu Xiu,Apistat Commander
Ed Sheeran,Firefly
Dolly Parton,Downtown
Cliff Richard,Forever You Will Be Mine
Fleetwood Mac,Heroes Are Hard To Find
Wham!,Wham! Rap 86
Stone Roses,I Wanna Be Adored
Michael Jackson,Blame It On The Boogie
Roxette,When Love's On The Phone (You Just Have To Answer)
Waylon Jennings,Green River
Morrissey,East West
Don McLean,To Have And To Hold
Black Sabbath,Heaven And Hell
Our Lady Peace,World On A String
Overkill,The Cleansing
Train,Ordinary
Owl City,Galaxies
Indigo Girls,Losing Touch
Faith Hill,What's In It For Me
Deep Purple,Lazy
Mariah Carey,Never Forget You
Waylon Jennings,Listen They're Playing My Song
Elton John,I'm Your Man
Pet Shop Boys,That's My Impression
Demi Lovato,How We Do This
Bob Dylan,Gotta Travel On
Steve Miller Band,Winter Time
Helloween,Born On Judgement Day
Uncle Tupelo,Wipe The Clock
Virgin Steele,Self Crucifixion
Ramones,A Real Cool Time
Gloria Estefan,If We Were Lovers
Linda Ronstadt,Dedicated To The One I Love
Face To Face,"1,000 X"
Within Temptation,Our Farewell
Tori Amos,Bells For Her
Perry Como,Delaware
Nitty Gritty Dirt Band,Not Fade Away
Vonda Shepard,By 7:30
Whitney Houston,Dear John Letter
Bee Gees,Man For All Seasons
Oingo Boingo,Pedestrian Wolves
Rem,Crazy
Waterboys,We Are Jonah
Donna Summer,The Woman In Me
Phil Collins,Transformation
Tim McGraw,Me And Tennessee
Regine Velasquez,Heaven
Tim McGraw,Angry All The Time
Radiohead,Up On The Ladder
Neil Young,Bound For Glory
Conway Twitty,Back Home Again
Ella Fitzgerald,Blue Moon
Tim McGraw,Wherever The Trail May Lead
Vertical Horizon,Life In The City
Rolling Stones,Little Queenie
The Killers,Go All The Way
Quietdrive,Believe
Smiths,Pretty Girls Make Graves
Pearl Jam,Landslide
King Diamond,Six Feet Under
Leann Rimes,She's Got You
David Allan Coe,Now's The Time
Elvis Presley,Baby I Don't Care
Drake,Over My Dead Body
U2,Original Of The Species
Don Moen,Lord I'm Gonna Love You
Radiohead,Street Spirit
Wyclef Jean,Yele
Zucchero,Like The Sun
Elvis Presley,Gonna Get Back Home Somehow
John Mellencamp,Cuttin' Heads
Billie Holiday,"One Never Knows, Does One?"
Mary Black,Katie
Tori Amos,Cooling
Guns N' Roses,Madagascar
Elvis Presley,Do The Clam
Ween,Squelch The Weasel
Elvis Presley,"Baby, Let's Play House"
The Monkees,P. O. Box 9847
Pearl Jam,Black
Avril Lavigne,Move Your Little Self On
Fleetwood Mac,Allow Me One More Show
Noa,Missing Your Heart
David Bowie,A Better Future
Rascal Flatts,The Way
Kate Bush,Room For The Life
Beautiful South,Throw His Song Away
Virgin Steele,By The Gods
Poison,Stay With Me
R. Kelly,Double Up
Kylie Minogue,Glow
Stone Temple Pilots,Still Remains
Luther Vandross,Grown Thangs
Doors,Don't Go No Farther
Tragically Hip,We'll Go To
George Strait,I Believe
Tragically Hip,Scared
Idina Menzel,Think Too Much
Inside Out,Squirrels
John Waite,More
Enya,My! My! Time Flies!
Phish,Ghost
Whitesnake,All In The Name Of Love
Def Leppard,Let It Go
Gloria Estefan,Oye
Starship,Tomorrow Doesn't Matter Tonight
Chicago,Funny Honey
Squeeze,Jolly Comes Home
Peter Tosh,Watcha Gonna Do
The Jam,Going Underground
Pearl Jam,Sleeping By Myself
Foreigner,Back Where You Belong
Hillsong United,Do What I Say
Nina Simone,Just Like Tom Thumb's Blues
Ed Sheeran,Friends
Bette Midler,The Glory Of Love
Gary Valenciano,Isn't She Lovely ?
Neil Young,Fool For Your Love
Natalie Imbruglia,Something Better
Yellowcard,Shadows And Regrets
Selena Gomez,Like A Champion
Hollies,Now's The Time
Miley Cyrus,Left Heart Broken
Our Lady Peace,Refuge
Enrique Iglesias,If The World Crashes Down
Yeah Yeah Yeahs,Area 52
Iron Maiden,Flight Of Icarus
Robbie Williams,Singing For The Lonely
Snoop Dogg,Buck 'em
Barbra Streisand,Come To The Supermarket
Planetshakers,Beautiful Savior
Perry Como,Here Comes That Song Again
Hollies,Delaware Taggett And The Outlaw Boys
Queensryche,Miles Away
Yeah Yeah Yeahs,Deja Vu
Offspring,Never Gonna Find Me
Ellie Goulding,Goodness Gracious
Robbie Williams,Hold On To This
Lana Del Rey,The Man I Love
Tina Turner,We Don't Need Another Hero
Lady Gaga,Someone Save Me
Townes Van Zandt,Like A Summer Thursday
Yellowcard,Two Weeks From Twenty
Beach Boys,Keepin' The Summer Alive
Foo Fighters,The Best Of You
Luther Vandross,Nights In Harlem
Starship,Private Room
Kris Kristofferson,Give It Time To Be Tender
Madonna,Body Shop
Cher,Dangerous Times
Chaka Khan,Better Days
Judy Garland,After You've Gone
Counting Crows,Outside Chance
John McDermott,The Fields Of Athenry
Stevie Wonder,A Place In The Sun
