Artist,Title
YoungBoy Never Broke Again ,Ten Talk
21 Savage ,X
Harry Styles ,Meet Me in the Hallway
Demi Lovato ,29
XXXTENTACION ,Train food
Daniel Marcy ,
Gucci Mane ,Stunting Ain't Nuthin
Dermot Kennedy ,Better Days
Metro Boomin ,Raindrops (Insane) [with Travis Scott]
Chance the Rapper ,4 Quarters In The Black (Skit)
Giveon ,Stuck On You
Internet Money ,JETSKI
BLACKPINK ,Love To Hate Me
Summer Walker ,Let It Go
TOOL ,Stinkfist
Beck ,Country Down
Ozuna ,Ibiza
Robin Schulz ,Sun Goes Down
YoungBoy Never Broke Again ,Ranada
Rae Sremmurd ,Black Beatles
Dreamville ,Barry From Simpson
Grace Potter ,Look What We've Become
Metallica ,Hardwired
Joyner Lucas ,Duck Duck Goose
A Boogie Wit da Hoodie ,Blood On My Denim
Joey Bada$$ ,LEGENDARY
Wiz Khalifa ,Zoney
Lauv ,Sad Forever
Young Thug ,Relationship
Kendrick Lamar ,untitled 04 | 08.14.2014.
Lil Uzi Vert ,Myron
Muse ,Mercy
NAV ,Turks
SZA ,Drew Barrymore
Future ,Blow a Bag
$NOT ,Doja
Ed Sheeran ,Galway Girl
Lil Mosey ,Kamikaze
Gwen Stefani ,Hollaback Girl
Luke Bryan ,"Huntin', Fishin' And Lovin' Every Day"
Kane Brown ,Memory
Khalid ,Vertigo
Alesso ,Cool
Nicki Minaj ,Get On Your Knees
Bon Iver ,33 “GOD”
Marc E. Bassy ,You & Me
Machine Gun Kelly ,kiss kiss
Ava Max ,So Am I
Chan Se Park ,Thinkin of You
The Beatles ,Ticket To Ride  Remastered
Rod Wave ,Street Runner
Kodak Black ,ZEZE
Backstreet Boys ,I Want It That Way
Migos ,Jane
Future ,Temptation
Lil Baby ,All In
Big Sean ,Everything That's Missing
Meek Mill ,Pain Away
Ozuna ,Me Dijeron
Baby Keem ,vent
Stray Kids ,MANIAC
Anderson .Paak ,Reachin' 2 Much
Ski Mask The Slump God ,LA LA
Lil Tjay ,Go In
The Kid LAROI ,Not Sober
Charlie Puth ,If You Leave Me Now
Sam Feldt ,Show Me Love
Beyoncé ,Ring Off
Polo G ,Bloody Canvas
Kendrick Lamar ,Complexion (A Zulu Love)
Linkin Park ,Shadow Of The Day
She & Him ,I'll Be Home For Christmas
Camila Cabello ,Bam Bam
Tyga ,Mrs. Bubblegum
Lil Tecca ,Out Of Luck
Blanco Brown ,The Git Up
THE SCOTTS ,THE SCOTTS
Adele ,All I Ask
Polo G ,Flex
NLE Choppa ,Jumpin
Chance the Rapper ,Angels
Blvckengineer ,In Tune
D'Angelo ,Another Life
Joji ,NO FUN
Counting Crows ,Mr. Jones
YoungBoy Never Broke Again ,Nevada
Dead Or Alive ,You Spin Me Round (Like a Record)
Lil Wayne ,In This House
Zach Bryan ,Younger Years
Lil Tjay ,One Take
JID ,Surround Sound
Beyoncé ,All Night
Justin Timberlake ,Man of the Woods
Marshmello ,OK Not To Be OK
MØ ,Final Song
Paramore ,The News
Zach Bryan ,From Austin
5 Seconds of Summer ,Youngblood
Harry Styles ,Cherry
Kanye West ,Low Lights
Drake ,Privileged Rappers
Lil Pump ,ION
Imagine Dragons ,Enemy
Coi Leray ,BIG PURR (Prrdd)
Lady Gaga ,Bloody Mary
Lil Peep ,16 Lines
Justin Bieber ,Yummy
Ariana Grande ,"thank u, next"
Killer Mike ,Don't Die
Guns N' Roses ,Sweet Child O' Mine
Prince ,A Case of You
Bo Burnham ,White Woman’s Instagram
Eslabon Armado ,MODO DEPRE :(
Tom Petty and the Heartbreakers ,Don't Come Around Here No More
Lady Gaga ,Telephone
Frank Sinatra ,Jingle Bells  Remastered 1999
Jack Harlow ,Like A Blade Of Grass
Pop Smoke ,Mr. Jones
Ed Sheeran ,Tenerife Sea
Shakira ,She Wolf
The xx ,Say Something Loving
Coldplay ,Let Somebody Go
Linkin Park ,Faint
Kendrick Lamar ,The Heart Part 5
Diplo ,Worry No More
Khalid ,Saturday Nights
Nicki Minaj ,Only
Vacations ,Young
DaBaby ,LIGHTSKIN SH*T
Muni Long ,Hrs and Hrs
Florida Georgia Line ,Confession
Playboi Carti ,Over
Steve Lacy ,Static
Future ,One Of My
Neil Diamond ,Sweet Caroline
Taylor Swift ,Superstar (Taylor’s Version)
John Legend ,A Good Night
6ix9ine ,LOCKED UP PT. 2
Drake ,Redemption
Bee Gees ,More Than A Woman
Zach Bryan ,Open the Gate
Future ,Million Dollar Play
Steve Lacy ,2Gether (Enterlude)
Thurl Ravenscroft ,"You're A Mean One, Mr. Grinch"
Migos ,Culture National Anthem  Outro
blackbear ,if i were u
Taylor Swift ,Babe (Taylor's Version) (From The Vault)
A$AP Rocky ,Fukk Sleep
Brent Faiyaz ,SKIT: OBLIVION
G,Eazy  I Wanna Rock
Nirvana ,Smells Like Teen Spirit
YUNGBLUD ,11 Minutes
2 Chainz ,Poor Fool
Khalid ,Hundred
Tory Lanez ,10 F*CKS
Bryson Tiller ,Blowing Smoke
Taylor Swift ,invisible string
Summer Walker ,Broken Promises
Gunna ,ADDYS
Taylor Swift ,it’s time to go  bonus track
6ix9ine ,STOOPID
"Tyler, The Creator ",SWEET / I THOUGHT YOU WANTED TO DANCE
The Chicks ,Gaslighter
Young Thug ,Faces
Rich The Kid ,Too Gone
NF ,Only
Lil Wayne ,Harden
Alan Walker ,All Falls Down
6LACK ,East Atlanta Love Letter
Gucci Mane ,BiPolar
NLE Choppa ,Shotta Flow
Trippie Redd ,6 Kiss
Lana Del Rey ,Doin' Time
6LACK ,Pretty Little Fears
Liam Payne ,Familiar
Khalid ,Self
Austyn Johnson ,A Million Dreams (Reprise)
The Weeknd ,After Hours
Drake ,Landed
Don Toliver ,Had Enough
Alessia Cara ,Seventeen
Adele ,All Night Parking
Young Thug ,Pussy
N.E.R.D ,Lemon
6ix9ine ,MOOKY
Trippie Redd ,BANG!
Bryson Tiller ,Stay Blessed
Chance the Rapper ,Get A Bag
The 1975 ,I'm In Love With You
Fitz and The Tantrums ,HandClap
Lizzo ,2 Be Loved (Am I Ready)
Mumford & Sons ,There Will Be Time
Gucci Mane ,Big Boy Diamonds
Mariah Carey ,Infinity
Armani White ,BILLIE EILISH.
Elton John ,Rocket Man (I Think It's Going To Be A Long Long Time)
Tony Bennett ,O Christmas Tree
Jay Critch ,Fashion
Sara Kays ,Remember That Night?
Wale ,Routine
Big Sean ,The Baddest
JAY,Z  Ni**as In Paris
Pop Smoke ,Good News
Fetty Wap ,Different Now
Lauv ,Sims
Young Dolph ,Case Closed
Beck ,Loser
Mike Posner ,In The Arms Of A Stranger  Grey Remix
Brent Faiyaz ,MERCEDES
Childish Gambino ,Boogieman
Palisades ,Happy
YoungBoy Never Broke Again ,Shadows
Sam Smith ,I've Told You Now
Taylor Swift ,peace
alt,J  Every Other Freckle
Supreme Cartel Fye ,Ocean Wavy
Little Mix ,Touch
Logic ,Keanu Reeves
Ed Sheeran ,New Man
China Anne McClain ,Calling All the Monsters
Bhad Bhabie ,Gucci Flip Flops
Burl Ives ,Rudolph The RedNosed Reindeer  Finale
Calvin Harris ,Skrt On Me
Nicki Minaj ,Grand Piano
Mustard ,100 Bands
5 Seconds of Summer ,Lie To Me
DJ Khaled ,Jealous
Brent Faiyaz ,SKIT: WAKE UP CALL
NAV ,Dead Shot
Meghan Trainor ,Nice to Meet Ya
King Von ,"Crazy Story, Pt. 3"
Chance the Rapper ,My Own Thing
Miley Cyrus ,Party Up The Street
Baby Keem ,HONEST
Jack Ü ,Take Ü There
Lil Wayne ,Let It Fly
YG ,Blood Walk
Summer Walker ,Girls Need Love
Justin Timberlake ,Filthy
Baby Keem ,highway 95
Ariana Grande ,Best Mistake
Chris Brown ,Loyal
Gucci Mane ,Mall
Selena Gomez ,Feel Me
Machine Gun Kelly ,emo girl
DJ Khaled ,BIG TIME
Taylor Swift ,Sad Beautiful Tragic (Taylor's Version)
Taylor Swift ,AntiHero
Kali Uchis ,telepatía
Kacey Musgraves ,Space Cowboy
blackbear ,Short Kings Anthem
Lil Uzi Vert ,Strawberry Peels
LANY ,Thru These Tears
Sia ,Unstoppable
Kendrick Lamar ,untitled 03 | 05.28.2013.
Young Dolph ,No Sense
Troye Sivan ,Easy
Fall Out Boy ,Immortals
SoFaygo ,Knock Knock
Camila Cabello ,Crying in the Club
Sia ,Satisfied
Keith Urban ,Blue Ain't Your Color
Billie Eilish ,TV
Lil Durk ,What Happened To Virgil
YoungBoy Never Broke Again ,Make No Sense
Lil Tecca ,Bossanova
Nick Jonas ,2Drunk
Shawn Mendes ,Señorita
Kevin Gates ,I Don't Get Tired (#IDGT)
Dierks Bentley ,Different For Girls
Rich The Kid ,Tic Toc
Drake ,10 Bands
Martin Garrix ,So Far Away
2 Chainz ,Quarantine Thick
Michael Bublé ,I'll Be Home for Christmas
Queen ,Another One Bites The Dust  Remastered 2011
Bryson Tiller ,Always (Outro)
Major Lazer ,Cold Water
Kane Brown ,One Mississippi
Twenty One Pilots ,Nico And The Niners
Nipsey Hussle ,Fuck Donald Trump
BANNERS ,Start A Riot
Run The Jewels ,walking in the snow
Taylor Swift ,the lakes (bonus track)
The Band CAMINO ,Crying Over You
Linkin Park ,Leave Out All The Rest
Joji ,I'LL SEE YOU IN 40
2 Chainz ,Bigger Than You
Romeo Santos ,El Pañuelo
Lady Gaga ,Enigma
Steve Aoki ,I Love It When You Cry (Moxoki)
Trippie Redd ,Keep Your Head Up
Mac Miller ,Brand Name
Kodak Black ,"If I'm Lyin, I'm Flyin"
Sia ,Snowman  Sped Up Version
Eminem ,Stan
Maroon 5 ,This Summer
Chris Lane ,Take Back Home Girl (Feat. Tori Kelly)
Taylor Swift ,mad woman
J Balvin ,COMO UN BEBÉ
John Mayer ,Last Train Home
A$AP Rocky ,Sandman
Latto ,Wheelie
Diplo ,Wish  Trippie Mix
PARTYNEXTDOOR ,NOTHING LESS
LPB Poody ,Batman
Trippie Redd ,Let It Out
SZA ,Forgiveless
Imagine Dragons ,Summer
Warren Zevon ,Werewolves of London  2007 Remaster
Lil Baby ,If You Want To
Mumford & Sons ,Hot Gates
2 Chainz ,Blue Cheese
Ugly God ,Welcome to the Booty Tape
The Rare Occasions ,Notion
Niykee Heaton ,Bad Intentions
The Killers ,Run For Cover
JORDY23 ,DopeBoyFlex
Quinn XCII ,U & Us
JID ,Raydar
Logic ,State Of Emergency
Lauv ,Modern Loneliness
Snoop Dogg ,Peaches N Cream
FKA twigs ,Tears In The Club
Wiz Khalifa ,See You Again
Kehlani ,All Me
Rod Wave ,I Know It
Twenty One Pilots ,Levitate
Ariana Grande ,Wit It This Christmas
Olivia Rodrigo ,enough for you
Becky G ,Mayores
Taylor Swift ,The Last Time
Eminem ,Normal
Shawn Mendes ,Youth feat. Khalid
Chelsea Cutler ,Lucky
Kanye West ,Jesus Lord
Avril Lavigne ,Dumb Blonde
Run The Jewels ,goonies vs. E.T.
Megan Thee Stallion ,Plan B
Charli XCX ,enemy
Kelsea Ballerini ,Peter Pan
Nicki Minaj ,All Things Go
Pentatonix ,It's the Most Wonderful Time of the Year
Bryson Tiller ,Sorrows
ScHoolboy Q ,Tookie Knows II
Lukas Graham ,Mama Said
Tyga ,SWISH
Comethazine ,Walk (Remix)
Halsey ,Control
Dominic Fike ,3 Nights
Young Thug ,Real In My Veins
The 1975 ,If You’re Too Shy (Let Me Know)
NAV ,Nasty
Ariana Grande ,Just Look Up (From Don’t Look Up)
Kings of Leon ,Reverend
Jeremy Zucker ,"always, i'll care"
Ed Sheeran ,Leave Your Life
Solange ,Weary
Fiona Apple ,Rack of His
Kanye West ,Junya pt 2
John Mellencamp ,Pink Houses
Denzel Curry ,DIET_
Billie Eilish ,GOLDWING
Summer Walker ,My Affection
Fall Out Boy ,Church
Juice WRLD ,Black & White
Beck ,Morning
$uicideboy$ ,Forget It
YNW Melly ,Mind of Melvin
The Weeknd ,False Alarm
One Direction ,18
townhall ,We Strugglin'
Wiz Khalifa ,Washingtons By Your Side
YoungBoy Never Broke Again ,I'm Up
Cage The Elephant ,Cigarette Daydreams
YG ,10 TIMES
Bastille ,Of The Night
Pusha T ,The Games We Play
BTS ,Jamais Vu
Lil Baby ,Please
Taylor Swift ,Message In A Bottle (Taylor's Version) (From The Vault)
Marshmello ,You Can Cry
Gwen Stefani ,You Make It Feel Like Christmas
Logic ,Amen
Jax ,Victoria’s Secret
Jeremih ,Planez
Coldplay ,Up&Up
Polo G ,Heating Up
Trippie Redd ,MP5
Diddy ,Finna Get Loose
Blake Shelton ,Nobody But You (Duet with Gwen Stefani)
BTS ,Louder than bombs
Ed Sheeran ,Antisocial
Lil Wayne ,Know You Know (ft. 2 Chainz)
One Direction ,Hey Angel
Hozier ,Take Me To Church
Elton John ,Always Love You
Lil Tjay ,Headshot
Chris Brown ,High End
Roddy Ricch ,Late At Night
$uicideboy$ ,The Number You Have Dialed Is Not in Service
G,Eazy  Everything Will Be OK
Soundgarden ,Spoonman
Lorde ,Liability (Reprise)
Lil Baby ,Close Friends (Lil Baby & Gunna)
Nicky Jam ,El Amante
Pentatonix ,"O Come, All Ye Faithful"
Olivia Newton,John  Hopelessly Devoted To You
The Lumineers ,Patience
Fetty Wap ,D.A.M.
Meek Mill ,Intro (Hate On Me)
Tyga ,Money Mouf
Future ,Used to This
Taylor Swift ,cardigan
Solange ,Binz
Panic! At The Disco ,"Hey Look Ma, I Made It"
Ty Dolla $ign ,I Won
Em Beihold ,Numb Little Bug
A$AP Rocky ,A$AP Forever REMIX
Celeste ,Strange
A Boogie Wit da Hoodie ,Glasses
Soundgarden ,Outshined
A$AP Rocky ,"Black Tux, White Collar"
6ix9ine ,GUMMO  Remix
A R I Z O N A ,Nostalgic
Galantis ,Heartbreak Anthem
Nicki Minaj ,Barbie Dreams
Måneskin ,I WANNA BE YOUR SLAVE
benny blanco ,Better To Lie
Ariana Grande ,goodnight n go
Travis Scott ,MAFIA
Young Thug ,Road Rage
Dr. Dre ,Still D.R.E.
Pharrell Williams ,Cash In Cash Out
Ozuna ,Aura
Drake ,No Tellin'
Rick Ross ,Gold Roses
G,Eazy  The Plan
BTS ,So What
Who Is Fancy ,Boys Like You
Logic ,Pardon My Ego
Post Malone ,Reputation
Ed Sheeran ,Take Me Back to London
BTS ,HOME
Silentó ,Watch Me (Whip / Nae Nae)
Mumford & Sons ,Guiding Light
Joji ,YUKON (INTERLUDE)
Drake ,Finesse
Fifth Harmony ,"Can You See  Spotify Singles  Holiday, Recorded at Spotify Studios NYC"
Dua Lipa ,Break My Heart
Meek Mill ,Dangerous
Pop Smoke ,Showin Off Pt.2
Playboi Carti ,JumpOutTheHouse
XXXTENTACION ,Off the Wall!
Rod Wave ,Tombstone
Post Malone ,A Thousand Bad Times
Lorde ,Secrets from a Girl (Who's Seen it All)
Bring Me The Horizon ,Throne
YoungBoy Never Broke Again ,Seeming Like It
Nat King Cole ,The Christmas Song (Merry Christmas To You)
DJ Khaled ,Wish Wish
Kygo ,Never Really Loved Me
Kendrick Lamar ,untitled 07 | 2014  2016
Dustin Lynch ,I'd Be Jealous Too
The Kid LAROI ,TELL ME WHY
CAZZETTE ,Blind Heart
A$AP Rocky ,JD
Eminem ,River
Judy Garland ,Have Yourself A Merry Little Christmas
Polo G ,Be Something
Eminem ,Need Me
Chance the Rapper ,The Big Day
Meek Mill ,Dreams and Nightmares
Baby Keem ,ORANGE SODA
Y2K ,Lalala
Pentatonix ,Kid On Christmas
The Weeknd ,Save Your Tears
H.E.R. ,Damage
Carrie Underwood ,The Champion
DRAM ,Cash Machine
BROCKHAMPTON ,BUZZCUT
Luke Combs ,Call Me
Fifth Harmony ,Reflection
The 1975 ,It's Not Living (If It's Not With You)
Taylor Swift ,ME!
The Kid LAROI ,PIKACHU
Nicki Minaj ,Bed Of Lies
Perry Como ,Christmas Dream
Chance the Rapper ,Paranoia
A Tribe Called Quest ,Award Tour
A,Wall  Loverboy
Bazzi ,Young & Alive
Young Thug ,Recognize Real
Shawn Mendes ,Under Pressure
Lil Uzi Vert ,Moon Relate
Halsey ,So Good
Bad Bunny ,HOY COBRÉ
Selena Gomez ,Kinda Crazy
Halsey ,Ghost
NLE Choppa ,Famous Hoes
Nipsey Hussle ,Double Up
Weezer ,Africa
Mustard ,Don't Hurt Me
Ariana Grande ,bad idea
Charli XCX ,1999
Miguel ,face the sun
Rudimental ,These Days
Giveon ,LIKE I WANT YOU
Martin Jensen ,Solo Dance
21 Savage ,Secret
A Boogie Wit da Hoodie ,B.R.O. (Better Ride Out)
One Direction ,Temporary Fix
Seth MacFarlane ,"Baby, It's Cold Outside"
iann dior ,thought it was
Katy Perry ,Cozy Little Christmas
Bad Bunny ,Soliá
Nas ,everything
TOOL ,Pneuma
Dan + Shay ,Keeping Score
Bankrol Hayden ,Costa Rica
Hailee Steinfeld ,Afterlife
A$AP Rocky ,Brotha Man
Lil Baby ,Freestyle
Backstreet Boys ,Christmas Time
Playboi Carti ,Right Now
Juice WRLD ,Candles
Drake ,Nonstop
Cashmere Cat ,Miss You
Migos ,One Time
Lil Tecca ,Did It Again
Lil Baby ,Stop Playin
Bad Bunny ,LA DROGA
AWOLNATION ,I'm On Fire
The Weeknd ,Nothing Without You
Bad Bunny ,Un Coco
Kehlani ,Change Your Life
Pop Smoke ,Enjoy Yourself
O.T. Genasis ,CoCo
Kings of Leon ,Waste A Moment
Jon Bellion ,JT
Wiz Khalifa ,Goin Hard
Mike WiLL Made,It  Perfect Pint
Childish Gambino ,Algorhythm
YoungBoy Never Broke Again ,I Am Who They Say I Am
Pooh Shiesty ,Back In Blood
NLE Choppa ,Matrix
Eminem ,Favorite Bitch
Future ,Solitaires
Internet Money ,His & Hers
TOOL ,7empest
DJ Khaled ,You Mine
Jack & Jack ,Like That
Katy Perry ,Small Talk
Vance Joy ,Mess Is Mine
Naughty Boy ,Runnin' (Lose It All)
Lil Yachty ,BOOM!
J. Cole ,Note to Self
Lil Baby ,Deep End (Lil Baby & Gunna)
Lil Wayne ,Believe Me
Dua Lipa ,Cool
Drake ,No Long Talk
Drake ,N 2 Deep
Dan + Shay ,Nothin' Like You
Clean Bandit ,Symphony
NAV ,Never Change
Niall Horan ,Flicker
Selena Gomez ,Look At Her Now
Aretha Franklin ,Chain of Fools
Selena Gomez ,De Una Vez
Pop Smoke ,Genius
Dean Martin ,"Baby, It's Cold Outside"
Doja Cat ,Candy
Michael Bublé ,Cold December Night
Marshmello ,You & Me
Drake ,Jodeci Freestyle
Sam Smith ,"River  Recorded At RAK Studios, London"
Bazzi ,I Like That
YoungBoy Never Broke Again ,Off Season
21 Savage ,Said N Done
The Lumineers ,Sick In The Head
Kesha ,Bastards
LISA ,LALISA
Trippie Redd ,Missing My Idols
Florence + The Machine ,Shake It Out
Yo Gotti ,They Like
Idina Menzel ,Baby It's Cold Outside (duet with Michael Bublé)
K CAMP ,Lottery
Mumford & Sons ,Believe
iSHi ,Push It
KAROL G ,PROVENZA
BTS ,Best Of Me
PARTYNEXTDOOR ,EYE ON IT
Future ,Rent Money
Ed Sheeran ,Baby One More Time  Recorded at Spotify Studios New York City
YNW Melly ,Suicidal (Remix)
Demi Lovato ,Sorry Not Sorry
6LACK ,Know My Rights
Galantis ,True Feeling
James Arthur ,Empty Space
Fifth Harmony ,Down
Dua Lipa ,Levitating
Freddie Dredd ,Limbo
HARDY ,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)"
Shawn Mendes ,When You're Ready
Halsey ,Alone
Taylor Swift ,...Ready For It?
6ix9ine ,DUMMY
Brett Eldredge ,Drunk On Your Love
Metro Boomin ,Only You
French Montana ,Jump
Khalid ,8TEEN
Fall Out Boy ,Champion
Gryffin ,Body Back
Maroon 5 ,What Lovers Do
Bazzi ,Beautiful
N.E.R.D ,Don't Don't Do It!
OneRepublic ,Didn't I
HAIM ,Kept Me Crying
Lil Yachty ,GET MONEY BROS.
Gunna ,private island
Shawn Mendes ,I Know What You Did Last Summer
KYLE ,Playinwitme
Icona Pop ,I Love It
Fergie ,L.A.LOVE (la la)
Conan Gray ,Movies
6LACK ,Loaded Gun
Camila Cabello ,OMG
Roddy Ricch ,don’t i
Fences ,Arrows
The Chainsmokers ,Last Day Alive
Imagine Dragons ,It's Time
Marshmello ,Alone
Juice WRLD ,Juice WRLD Speaks From Heaven  Outro
Lil Baby ,Cost To Be Alive
Diplo ,Get It Right
Taylor Swift ,gold rush
Porky Slim ,Space Legend
Diplo ,Color Blind
Lil Uzi Vert ,No Auto
Morgan Wallen ,Somethin’ Country
Coldplay ,Clocks
Hailee Steinfeld ,End this (L.O.V.E.)
Sam Smith ,Money On My Mind
The Notorious B.I.G. ,Hypnotize
Juice WRLD ,Hear Me Calling
a,ha  Take on Me
Jess Glynne ,Hold My Hand
Hozier ,Nina Cried Power
Lil Wayne ,Sights And Silencers (ft. The Dream)
KAROL G ,CAIRO
Trippie Redd ,Negative Energy
Dreamville ,1993
5 Seconds of Summer ,Teeth
Russ ,GUESS WHAT
Trippie Redd ,Be Yourself
Kehlani ,Toxic
Bryson Tiller ,Don't Get Too High
City Girls ,Act Up
A$AP Ferg ,Move Ya Hips
Fall Out Boy ,Wilson (Expensive Mistakes)
Meek Mill ,We Ball
Kid Cudi ,By Design
Kings of Leon ,Sex on Fire
DJ Scheme ,Buck 50
Lil Baby ,Perfect Timing
Lady Gaga ,Alice
Lil Uzi Vert ,You Was Right
Jessie J ,Man With The Bag
Maty Noyes ,in my miNd
Drake ,Live From The Gutter
G-Eazy,"Eazy  Me, Myself & I"
Reik ,Me Niego
Eminem ,In Your Head
The Beatles ,Here Comes The Sun  Remastered 2009
DaBaby ,Bestie
KSI ,Lose
Jawsh 685 ,Savage Love (Laxed  Sired Beat)
Kanye West ,Praise God
Eslabon Armado ,SI SUPIERAS
Big Sean ,So Good (& Metro Boomin)
Kelly Clarkson ,Wrapped in Red
Shawn Mendes ,Treat You Better
Lil Wayne ,Start This Shit Off Right
Big Sean ,Friday Night Cypher
6ix9ine ,MALA
BLACKPINK ,The Happiest Girl
Kanye West ,POWER
Tame Impala ,One More Hour
Summer Walker ,Playing Games
Carrie Underwood ,Something in the Water
Dierks Bentley ,Black
Normani ,Motivation
A Boogie Wit da Hoodie ,Turn Off The Radio
Eslabon Armado ,Ganas Que Te Tengo
ABBA ,I Still Have Faith In You
Tiësto ,Don't Be Shy
Katy Perry ,Chained To The Rhythm
Taylor Swift ,Starlight (Taylor's Version)
Trippie Redd ,Loyalty Before Royalty
SZA ,Smoking on my Ex Pack
SAINt JHN ,Smack DVD
Mumford & Sons ,Ditmas
Chance the Rapper ,Somewhere in Paradise
Wizkid ,Come Closer
Bon Iver ,____45_____
Drake ,Jungle
JAY,Z  No Church In The Wild
Meek Mill ,Oodles O' Noodles Babies
Taylor Swift ,We Are Never Ever Getting Back Together
Rich The Kid ,New Freezer
Jack Harlow ,SUVs (Black on Black)
Lil Baby ,Okay
Shawn Mendes ,There's Nothing Holdin' Me Back
NAV ,Baby
Future ,Shorty
Juice WRLD ,Titanic
Kacey Musgraves ,hookup scene
Meek Mill ,Bad for You
MUNA ,Winterbreak  Tiësto's Deep House Remix
Matoma ,Running Out
Dream ,Change My Clothes
Conan Gray ,Family Line
Mariah Carey ,Oh Santa!
DaBaby ,PICK UP
OMI ,Cheerleader (Felix Jaehn Remix)
Meek Mill ,1am
21 Savage ,Nothin New
Miley Cyrus ,Night Crawling
Bad Bunny ,Bichiyal
Biz Markie ,Just a Friend
Cardi B ,Thru Your Phone
Pentatonix ,Hark! The Herald Angels Sing
Fifth Harmony ,The Life
Post Malone ,Sugar Wraith
Mac Miller ,Stay
Calvin Harris ,Pray to God
BTS ,ON
Lady Gaga ,Rain On Me
Katy Perry ,Pendulum
Big Sean ,"No Hearts, No Love (& Metro Boomin)"
Lady Gaga ,911  Charli XCX & A. G. Cook Remix
Måneskin ,Beggin'
Natalie La Rose ,Somebody
Glee Cast ,"Baby, It's Cold Outside (Glee Cast Version)"
Pentatonix ,Little Drummer Boy
Migos ,Kelly Price
ScHoolboy Q ,Blank Face
Wiz Khalifa ,Call Waiting
Quavo ,LOSE IT
YoungBoy Never Broke Again ,Fish Scale
Trippie Redd ,Bird Shit
Little Mix ,Woman Like Me
Sam Smith ,My Oasis
Gucci Mane ,Richest N**** In The Room
Mike WiLL Made,It  Gucci On My
Gorillaz ,Tranz
Wiz Khalifa ,Blue Hunnids
Solange ,Way to the Show
Chlöe ,Have Mercy
ACRAZE ,Do It To It
Kelly Clarkson ,"Santa, Can’t You Hear Me"
XXXTENTACION ,Gassed Up!
Beyoncé ,Pretty Hurts
Taylor Swift ,seven
Commodores ,Easy
Solange ,Time (is)
Tech N9ne ,Speedom (Wwc2)
Chucho Flash ,Tu Sabes Que Te Quiero
The 1975 ,Love Me
Rebel Wilson ,We Belong
Lil Tecca ,Faster
NAV ,Demons in My Cup
Ugly God ,Fuck Ugly God
Nebu Kiniza ,Gassed Up
DJ Khaled ,Gold Slugs
Mac Miller ,Clubhouse
iLoveMemphis ,"""Hit the Quan"" #HTQ"
A$AP Ferg ,Jet Lag
21 Savage ,good day
Khalid ,Heaven
Amaarae ,SAD GIRLZ LUV MONEY Remix
Denzel Curry ,SPEEDBOAT
G,Eazy  Drop
Steve Aoki ,Waste It On Me
Mitski ,Stay Soft
Juice WRLD ,Desire
Snoop Dogg ,California Roll
Halsey ,1121
Kanye West ,Moon
Joyner Lucas ,Ye Not Crazy
Ed Sheeran ,What Do I Know?
Danny Ocean ,Me Rehúso
Don Toliver ,Wasted
Koe Wetzel ,Creeps
"Tyler, The Creator ",911 / Mr. Lonely
Logic ,Everybody Dies
ScHoolboy Q ,CrasH
The Neighbourhood ,Cry Baby
The Game ,Ryda
John Legend ,What You Do to Me
Jason Derulo ,Broke
Young M.A ,BIG
Taylor Swift ,Nothing New
Flyboy Tarantino ,"Love Hard, Fall Fast"
Demi Lovato ,Ruin The Friendship
Trippie Redd ,Snake Skin
Kane Brown ,Blessed & Free
Drake ,Days in The East
Michael Bublé ,Christmas (Baby Please Come Home)
Bebe Rexha ,The Way I Are (Dance with Somebody)
Dreamville ,Starting 5
Juice WRLD ,Anxiety  Intro
Imagine Dragons ,I Bet My Life
Ed Sheeran ,Remember The Name
Summer Walker ,Closure
Big Sean ,Savage Time (& Metro Boomin)
Chelsea Cutler ,Walking Away
My Morning Jacket ,Compound Fracture
Rita Ora ,Girls
Drake ,Controlla
Rich The Kid ,Made It
Taylor Swift ,Red
Shawn Mendes ,Higher
Chance the Rapper ,Sun Come Down
Jesy Nelson ,Boyz
Lil Uzi Vert ,Sasuke
Lil Uzi Vert ,Bean (Kobe)
Machine Gun Kelly ,9 lives
G.R.L. ,Ugly Heart
Bad Bunny ,BAD CON NICKY
Tory Lanez ,Pa Mi
Evanescence ,Bring Me To Life
YoungBoy Never Broke Again ,Smoke Strong
$uicideboy$ ,5 Grand at 8 to 1
Gryffin ,Safe With Me
Lil Wayne ,Not Me
Huncho Jack ,Eye 2 Eye
French Montana ,No Stylist
Miley Cyrus ,Angels Like You
Chris Lane ,I Don't Know About You
Redbone ,Come and Get Your Love  Single Edit
Drake ,No Friends In The Industry
The Weeknd ,Privilege
P!nk ,All I Know So Far
YoungBoy Never Broke Again ,Treat You Better
G,Eazy  Power
Logic ,Can I Kick It
ScHoolboy Q ,THat Part  Black Hippy Remix
Sam Hunt ,House Party
Cordae ,The Parables
Kanye West ,FML
Jonas Blue ,Perfect Strangers
Mr. Probz ,Nothing Really Matters  Afrojack Remix
21 Savage ,Slidin
"Harry Connick, Jr. ",Have a Holly Jolly Christmas
Trippie Redd ,Bust Down
Years & Years ,King
James Bay ,Wild Love
Offset ,54321
A Tribe Called Quest ,Can I Kick It?
Kenshi Yonezu ,KICK BACK
